0.1688,0.2202,0.0877,0.8371,0.0361,0.0377,0.7925,0.7151,0.7490,0.7789,0.5398,0.7680,0.4342,0.2617,0.9387,0.1312,0.8067,0.7112,0.6837,0.5762,0.3155,0.9112,0.1301,0.1174,0.9951,0.8669,0.6296,0.0921,0.0280,0.6457,0.7488,0.7779,0.6199,0.6418,0.2361,0.7374,0.4390,0.6278,0.7777,0.9148,0.0264,0.2401,0.9976,0.8952,0.2600,0.3097,0.4015,0.3399,0.7756
0.6093,0.2828,0.1673,0.2322,0.5182,0.4438,0.1901,0.1128,0.9160,0.0739,0.5860,0.1440,0.3968,0.3636,0.1207,0.7395,0.3726,0.9504,0.9317,0.9753,0.7305,0.5887,0.5292,0.7179,0.2720,0.5560,0.5730,0.8863,0.9485,0.7080,0.9436,0.1992,0.3978,0.3621,0.0319,0.6302,0.2611,0.9633,0.4049,0.0067,0.9026,0.9370,0.1463,0.6417,0.2305,0.1476,0.9633,0.8848,0.0857
0.5510,0.4653,0.0516,0.8390,0.3710,0.4767,0.1789,0.8719,0.2202,0.7147,0.1130,0.5769,0.7514,0.5188,0.8581,0.5098,0.4252,0.2412,0.2840,0.9471,0.5257,0.6199,0.8399,0.7449,0.9168,0.9823,0.6205,0.3746,0.4498,0.4322,0.6800,0.7313,0.5377,0.9318,0.2749,0.1406,0.8606,0.5558,0.1747,0.1273,0.9403,0.1491,0.6625,0.4082,0.9342,0.6505,0.1118,0.7012,0.3292
0.2394,0.6405,0.8792,0.1296,0.7518,0.8194,0.2006,0.5613,0.6332,0.0234,0.9480,0.9396,0.2786,0.3859,0.7140,0.3728,0.7148,0.1115,0.4516,0.1015,0.6956,0.5969,0.8448,0.3214,0.0493,0.2320,0.0795,0.6536,0.1048,0.8759,0.0908,0.8361,0.3851,0.2457,0.4718,0.9285,0.0695,0.3082,0.3055,0.7225,0.9861,0.4965,0.1267,0.2785,0.9134,0.2185,0.3203,0.9835,0.5404
0.8413,0.3231,0.3288,0.6801,0.2721,0.4536,0.6033,0.6598,0.8674,0.2332,0.7044,0.0752,0.8410,0.4289,0.7752,0.0530,0.1571,0.0376,0.8766,0.4226,0.4571,0.0150,0.0533,0.8565,0.7720,0.8543,0.1841,0.4558,0.3359,0.8958,0.1038,0.9479,0.2599,0.9554,0.1675,0.5197,0.5330,0.8948,0.8039,0.8048,0.1038,0.7609,0.2428,0.0094,0.9980,0.2398,0.9970,0.9496,0.5716
0.1771,0.0295,0.6566,0.9725,0.1028,0.2351,0.1539,0.4365,0.9368,0.7211,0.4457,0.5506,0.7784,0.3648,0.0864,0.9641,0.5389,0.1288,0.1978,0.6645,0.3815,0.2294,0.4717,0.4382,0.7704,0.4147,0.3538,0.3726,0.7613,0.1513,0.7686,0.2255,0.6796,0.4419,0.9696,0.6438,0.8956,0.3161,0.9141,0.8256,0.5635,0.9510,0.9397,0.2111,0.6655,0.1614,0.6620,0.8163,0.8780
0.4141,0.4421,0.5503,0.3847,0.3756,0.4739,0.8446,0.5182,0.4058,0.8706,0.6565,0.8637,0.5672,0.4128,0.3840,0.0442,0.5613,0.9679,0.5724,0.8092,0.8808,0.0161,0.9167,0.8760,0.6256,0.3583,0.1191,0.5412,0.3815,0.3305,0.0016,0.6092,0.7218,0.5117,0.3175,0.9527,0.5550,0.4831,0.8613,0.3282,0.4393,0.2413,0.1393,0.4557,0.5562,0.9787,0.4097,0.4787,0.0357
0.3042,0.6918,0.9107,0.0110,0.7040,0.8590,0.5718,0.6697,0.0561,0.2418,0.3869,0.2551,0.8776,0.8087,0.4819,0.9397,0.5171,0.5166,0.4010,0.8616,0.6544,0.0894,0.2790,0.7826,0.6502,0.5713,0.8642,0.6052,0.5915,0.5125,0.8326,0.0383,0.2779,0.7565,0.4371,0.8201,0.8717,0.0891,0.9264,0.3249,0.5378,0.6874,0.0911,0.7951,0.8504,0.7126,0.2113,0.5882,0.0119
0.6303,0.3199,0.4190,0.6035,0.5931,0.6334,0.7456,0.3633,0.7973,0.1325,0.1653,0.2810,0.1184,0.1499,0.1900,0.1633,0.9719,0.5925,0.4121,0.7669,0.4951,0.6948,0.8030,0.6032,0.7346,0.3629,0.4084,0.1578,0.5052,0.8938,0.3391,0.5323,0.0197,0.1915,0.7225,0.2749,0.4752,0.8536,0.8035,0.1537,0.7568,0.0163,0.0960,0.1063,0.7281,0.3894,0.9534,0.2271,0.1960
0.5021,0.1095,0.4343,0.6570,0.9040,0.8959,0.6211,0.7016,0.9227,0.8072,0.5537,0.6779,0.8570,0.7016,0.3800,0.9976,0.2223,0.7353,0.1889,0.8424,0.8347,0.5601,0.0880,0.3917,0.2182,0.6624,0.8284,0.8133,0.7917,0.0026,0.8735,0.4860,0.6829,0.8856,0.6612,0.1453,0.7183,0.5926,0.4148,0.2855,0.4013,0.9145,0.7969,0.6771,0.2421,0.0795,0.5233,0.4481,0.3629
0.6114,0.4774,0.7515,0.0023,0.0870,0.7393,0.8217,0.2217,0.5409,0.6771,0.8830,0.1644,0.9145,0.7728,0.5073,0.1008,0.2053,0.5313,0.6978,0.7562,0.7619,0.5643,0.3301,0.6476,0.1810,0.3213,0.3711,0.2717,0.6947,0.9487,0.0124,0.4831,0.4300,0.4058,0.2723,0.8335,0.5454,0.7198,0.3097,0.4096,0.3064,0.9043,0.1389,0.1673,0.7249,0.1362,0.9378,0.5492,0.1476
0.9628,0.2011,0.4376,0.5879,0.4615,0.3735,0.6051,0.9159,0.8395,0.7657,0.3852,0.3335,0.2330,0.9311,0.4131,0.8243,0.1922,0.9482,0.7034,0.5671,0.9874,0.0044,0.2456,0.9812,0.4365,0.1357,0.8647,0.2335,0.7415,0.3171,0.2435,0.0059,0.3422,0.0608,0.5113,0.5706,0.2460,0.2494,0.3431,0.9432,0.5484,0.3271,0.1026,0.4704,0.2398,0.7253,0.4434,0.6292,0.1632
0.3910,0.6854,0.6913,0.1624,0.3745,0.6447,0.7146,0.7538,0.2928,0.3084,0.7633,0.2350,0.9549,0.9209,0.8425,0.6862,0.3631,0.3812,0.8912,0.6002,0.6130,0.6409,0.2747,0.4286,0.0925,0.8827,0.2829,0.7645,0.9606,0.3483,0.7822,0.0700,0.1040,0.5945,0.9803,0.4186,0.7853,0.5501,0.4905,0.5368,0.4146,0.8724,0.4773,0.0542,0.1998,0.0585,0.0845,0.5319,0.0619
0.1273,0.9559,0.2598,0.1134,0.4988,0.0705,0.9603,0.0229,0.9613,0.5291,0.2317,0.7757,0.0606,0.6602,0.2341,0.9593,0.4869,0.5653,0.1619,0.1227,0.1394,0.6274,0.5042,0.8769,0.7658,0.1084,0.3685,0.4842,0.5791,0.5644,0.2084,0.5683,0.2281,0.3012,0.1847,0.8722,0.4850,0.3522,0.8449,0.3285,0.5288,0.5858,0.0817,0.6379,0.4640,0.5971,0.2345,0.5449,0.3585
0.8194,0.8474,0.0795,0.1183,0.9534,0.8141,0.7389,0.3783,0.3140,0.5733,0.8528,0.4321,0.5687,0.6877,0.5524,0.4850,0.5978,0.1050,0.2657,0.3344,0.6537,0.5812,0.3948,0.1016,0.4423,0.7897,0.8799,0.0585,0.9644,0.3450,0.6984,0.9670,0.1037,0.6117,0.1405,0.0151,0.5117,0.9510,0.1028,0.9559,0.2915,0.6651,0.5926,0.2390,0.4600,0.9669,0.7581,0.5346,0.9862
0.3610,0.0711,0.2870,0.7827,0.5037,0.0612,0.3877,0.7437,0.1525,0.7988,0.4764,0.3806,0.4307,0.2081,0.5578,0.7880,0.9021,0.6303,0.4197,0.9712,0.7287,0.7572,0.1063,0.6270,0.1281,0.5918,0.4248,0.1675,0.9979,0.5191,0.0877,0.7682,0.5253,0.7049,0.8997,0.8256,0.9366,0.1030,0.5633,0.8233,0.4874,0.6845,0.1475,0.2128,0.4625,0.8561,0.4308,0.2599,0.7333
0.2515,0.5724,0.9580,0.7948,0.6986,0.8154,0.0876,0.5186,0.1916,0.8565,0.6453,0.6432,0.6459,0.4146,0.9593,0.7550,0.0862,0.3690,0.9516,0.5114,0.4583,0.1332,0.9071,0.3026,0.2826,0.9150,0.0684,0.9944,0.2701,0.3357,0.8266,0.9761,0.0059,0.9281,0.2071,0.2061,0.3777,0.1199,0.2533,0.9540,0.8777,0.6877,0.9067,0.5311,0.4613,0.4998,0.6003,0.1677,0.7321
0.7943,0.2788,0.8538,0.0533,0.8178,0.9585,0.6836,0.5524,0.1271,0.7074,0.2453,0.7146,0.7969,0.1044,0.1899,0.7228,0.8129,0.7101,0.7185,0.3204,0.2556,0.4571,0.4134,0.4915,0.5737,0.8284,0.9381,0.7908,0.5777,0.1672,0.4319,0.2363,0.2107,0.0565,0.0739,0.1467,0.1555,0.5067,0.1217,0.4146,0.2362,0.4867,0.3493,0.0564,0.6711,0.1836,0.5420,0.7317,0.7987
0.3176,0.4937,0.0263,0.0423,0.3055,0.5856,0.1719,0.2790,0.9006,0.0613,0.7063,0.9175,0.8297,0.7867,0.1351,0.2646,0.4614,0.7176,0.1292,0.5530,0.8773,0.0586,0.9328,0.7419,0.9626,0.0008,0.1859,0.4931,0.0935,0.4500,0.3086,0.3457,0.3455,0.6696,0.7863,0.4125,0.3403,0.3708,0.1057,0.1328,0.7172,0.2628,0.2980,0.4674,0.2303,0.4579,0.7190,0.6496,0.8167
0.1783,0.3899,0.4488,0.1805,0.6918,0.1989,0.5904,0.6397,0.1702,0.2823,0.6194,0.3088,0.8005,0.4835,0.8114,0.6884,0.0957,0.0588,0.9146,0.3443,0.6912,0.7541,0.3710,0.7393,0.6838,0.6598,0.9830,0.7400,0.1023,0.2477,0.8377,0.8553,0.0351,0.4611,0.8751,0.8414,0.0290,0.1012,0.6954,0.4938,0.3105,0.2017,0.4540,0.0404,0.4945,0.0447,0.5388,0.7858,0.6470
0.2373,0.9182,0.1220,0.4782,0.5152,0.5531,0.3310,0.6855,0.3672,0.3384,0.9404,0.3748,0.0496,0.4349,0.3158,0.9323,0.1352,0.8932,0.1852,0.6455,0.2877,0.7568,0.3471,0.3123,0.5105,0.2048,0.1597,0.1444,0.7560,0.7928,0.4565,0.0693,0.9593,0.9629,0.5396,0.8195,0.7043,0.2270,0.8784,0.3494,0.7090,0.4845,0.6859,0.8794,0.8707,0.5528,0.7603,0.1955,0.1030
0.9313,0.6643,0.2282,0.4838,0.4812,0.3369,0.4316,0.6159,0.7484,0.2111,0.1703,0.8992,0.2167,0.5841,0.2040,0.0902,0.2131,0.9315,0.2917,0.5873,0.6956,0.2824,0.6151,0.7224,0.7345,0.8810,0.8638,0.0410,0.1716,0.9581,0.0815,0.5552,0.6862,0.0871,0.5480,0.9931,0.7308,0.5785,0.9821,0.0523,0.0609,0.9918,0.0358,0.9492,0.4410,0.9216,0.9608,0.3931,0.5262
0.6367,0.4210,0.8098,0.7908,0.6953,0.1534,0.5091,0.4356,0.3038,0.7633,0.6670,0.7129,0.1672,0.5940,0.8957,0.5723,0.2473,0.8555,0.6275,0.4093,0.5699,0.5775,0.2534,0.4062,0.5876,0.3038,0.6419,0.1510,0.1853,0.4760,0.1076,0.6719,0.6286,0.8049,0.7023,0.6730,0.0879,0.5016,0.9386,0.7624,0.9583,0.4530,0.6721,0.0394,0.5585,0.5603,0.5681,0.2294,0.2774
0.4453,0.9461,0.3558,0.3796,0.4970,0.1777,0.4138,0.8190,0.4616,0.7267,0.5615,0.9446,0.3326,0.0938,0.9498,0.5790,0.2457,0.1864,0.0644,0.2626,0.9041,0.6607,0.4209,0.5307,0.0137,0.0977,0.3062,0.7541,0.1801,0.1732,0.9821,0.4947,0.5296,0.2178,0.8628,0.0939,0.0116,0.2876,0.5000,0.4912,0.4763,0.9254,0.7323,0.8670,0.0239,0.5002,0.3938,0.9735,0.7146
0.7495,0.8124,0.8718,0.3502,0.6454,0.9280,0.2986,0.5789,0.0550,0.4413,0.5829,0.3558,0.6964,0.9881,0.5233,0.8253,0.4806,0.3131,0.8396,0.1378,0.0811,0.1278,0.3439,0.1744,0.4019,0.0886,0.0242,0.2725,0.5719,0.6955,0.6146,0.6540,0.4195,0.2529,0.8691,0.1621,0.7029,0.5320,0.5757,0.1681,0.2251,0.4591,0.1139,0.6287,0.5651,0.7085,0.1022,0.9803,0.2285
0.2709,0.8321,0.1814,0.7169,0.8398,0.7619,0.2438,0.3587,0.1626,0.1221,0.0815,0.5988,0.4265,0.6460,0.5090,0.3332,0.0373,0.4234,0.8882,0.7135,0.1522,0.7764,0.4834,0.6959,0.5123,0.3600,0.9480,0.1572,0.5480,0.3128,0.2807,0.2041,0.6710,0.1249,0.2470,0.8882,0.5008,0.8390,0.5067,0.3312,0.4977,0.3220,0.4185,0.7772,0.3204,0.9378,0.7180,0.9944,0.1365
0.4937,0.0157,0.5878,0.1704,0.6514,0.7560,0.2801,0.1771,0.6684,0.7001,0.2649,0.4771,0.6017,0.3624,0.8965,0.0063,0.7231,0.4027,0.9474,0.4535,0.7544,0.0088,0.5503,0.3343,0.0324,0.1190,0.5689,0.2719,0.4364,0.3381,0.0567,0.1844,0.2833,0.3966,0.2254,0.0822,0.2404,0.3493,0.9488,0.8030,0.4034,0.8290,0.6809,0.4689,0.4799,0.1261,0.1505,0.6412,0.2584
0.6572,0.5123,0.0648,0.1750,0.4675,0.4955,0.8201,0.8431,0.3367,0.9744,0.6070,0.0220,0.9589,0.7522,0.4515,0.6712,0.8660,0.1001,0.3539,0.8456,0.6406,0.8156,0.3104,0.8158,0.4879,0.5224,0.2577,0.1057,0.9280,0.1802,0.3933,0.8593,0.0557,0.8054,0.1191,0.1027,0.5237,0.6559,0.0383,0.1671,0.7572,0.5933,0.4495,0.9704,0.9582,0.9683,0.2602,0.7855,0.2199
0.8322,0.0358,0.6861,0.2644,0.2599,0.1574,0.9216,0.9764,0.8433,0.3226,0.4126,0.2003,0.4445,0.0150,0.3855,0.2395,0.1799,0.2764,0.4364,0.0389,0.9732,0.5959,0.9910,0.3280,0.9311,0.5975,0.1666,0.1052,0.2871,0.9576,0.1748,0.0230,0.1295,0.0248,0.1599,0.4596,0.4186,0.7512,0.1786,0.5839,0.5862,0.1148,0.3553,0.7408,0.0857,0.4924,0.6998,0.0352,0.5385
0.8129,0.4609,0.7790,0.9872,0.7903,0.6310,0.7739,0.6888,0.7222,0.7921,0.5470,0.2860,0.2572,0.0507,0.5578,0.8668,0.9767,0.3767,0.7757,0.3000,0.7356,0.9831,0.5543,0.3539,0.2245,0.5843,0.4403,0.5206,0.4908,0.2294,0.3905,0.2300,0.6586,0.8059,0.9029,0.2603,0.2834,0.3473,0.6537,0.0380,0.4260,0.0827,0.5886,0.6455,0.9375,0.1922,0.5824,0.3183,0.6402
0.4795,0.3814,0.9926,0.0891,0.1395,0.7721,0.9483,0.5171,0.9700,0.0876,0.7655,0.1951,0.4095,0.2618,0.2182,0.8510,0.3326,0.9936,0.7439,0.0804,0.0553,0.2146,0.6161,0.4011,0.7421,0.2416,0.1803,0.2070,0.3234,0.7455,0.3938,0.7782,0.3481,0.3927,0.2025,0.2005,0.6463,0.9901,0.1896,0.3960,0.9582,0.4074,0.4502,0.9663,0.7828,0.5950,0.8670,0.0886,0.5613
0.7354,0.6274,0.3356,0.8581,0.7631,0.7139,0.1624,0.9735,0.5566,0.6512,0.2133,0.5419,0.8302,0.9919,0.0194,0.9785,0.0234,0.4272,0.7631,0.2019,0.5930,0.4395,0.0200,0.9845,0.5616,0.6400,0.0716,0.1148,0.4588,0.8747,0.1878,0.4491,0.7546,0.9671,0.6704,0.2455,0.0438,0.6037,0.0884,0.3518,0.0414,0.2548,0.7028,0.5554,0.4012,0.7727,0.3462,0.6020,0.9617
0.6577,0.4607,0.2295,0.3868,0.7661,0.9230,0.9246,0.0946,0.4081,0.9099,0.6107,0.4686,0.5130,0.7243,0.3706,0.8243,0.5346,0.2693,0.5507,0.1165,0.8686,0.4629,0.9133,0.2020,0.1084,0.0123,0.3778,0.7700,0.0149,0.0983,0.3573,0.5218,0.2947,0.9455,0.8293,0.6831,0.3458,0.0041,0.4463,0.0862,0.2123,0.7509,0.0018,0.6838,0.0478,0.5511,0.7793,0.4123,0.7629
0.8361,0.2304,0.7595,0.2682,0.0846,0.6360,0.4172,0.2197,0.3864,0.0730,0.5531,0.3469,0.9270,0.0022,0.0573,0.0493,0.3298,0.0427,0.7835,0.2052,0.4085,0.3835,0.6196,0.0999,0.6594,0.8907,0.4494,0.8861,0.8196,0.0439,0.2981,0.7572,0.2099,0.9766,0.2925,0.6492,0.9800,0.9918,0.3045,0.0948,0.4445,0.9851,0.5323,0.9587,0.1747,0.1704,0.1780,0.6786,0.0608
0.5720,0.2939,0.8664,0.7866,0.2000,0.4666,0.3290,0.0861,0.1973,0.4054,0.6474,0.2054,0.6555,0.4521,0.7932,0.8909,0.2516,0.0129,0.8420,0.9394,0.9233,0.3902,0.4265,0.6960,0.6755,0.5589,0.3387,0.1324,0.9465,0.9196,0.1000,0.6478,0.2953,0.1935,0.8848,0.3864,0.0831,0.6769,0.4764,0.5150,0.7015,0.2693,0.5405,0.3189,0.9167,0.7979,0.5286,0.3501,0.6080
0.0586,0.8819,0.7470,0.2075,0.3063,0.1561,0.5708,0.0779,0.4398,0.8455,0.4362,0.3763,0.1702,0.3649,0.8048,0.3450,0.0710,0.0154,0.5188,0.2693,0.6623,0.2625,0.0891,0.0407,0.2296,0.4093,0.4207,0.7489,0.2230,0.9214,0.5594,0.7506,0.5411,0.7210,0.6207,0.9804,0.3717,0.6755,0.3493,0.3096,0.4419,0.4091,0.7427,0.7674,0.6320,0.0766,0.3569,0.0024,0.1847
0.7933,0.2165,0.5027,0.9890,0.5402,0.4327,0.0209,0.5631,0.2884,0.4725,0.7794,0.0560,0.4204,0.5424,0.5493,0.0897,0.0856,0.0999,0.4771,0.1538,0.5766,0.4485,0.2854,0.5825,0.5843,0.7007,0.1635,0.4522,0.4657,0.8957,0.1779,0.6678,0.4851,0.2644,0.4787,0.2034,0.8699,0.0233,0.3720,0.6334,0.5411,0.2199,0.8894,0.6368,0.3745,0.8711,0.2574,0.9977,0.4945
0.2179,0.5241,0.5772,0.4396,0.9101,0.8032,0.4389,0.0923,0.7743,0.9260,0.1144,0.0011,0.1114,0.0444,0.4887,0.9267,0.5140,0.6364,0.4399,0.6557,0.8365,0.4142,0.2449,0.2059,0.9748,0.4643,0.1544,0.7300,0.0617,0.0977,0.1349,0.4167,0.0580,0.5663,0.6271,0.6430,0.4788,0.8207,0.8864,0.1757,0.4727,0.7895,0.2515,0.0217,0.3187,0.5360,0.7063,0.9418,0.2503
0.9380,0.9040,0.2921,0.2096,0.3658,0.8828,0.3668,0.3463,0.3942,0.6913,0.3235,0.2083,0.0751,0.9524,0.6848,0.8550,0.5908,0.0480,0.7142,0.4155,0.0766,0.6039,0.1946,0.5262,0.2184,0.4480,0.9109,0.7516,0.7937,0.8903,0.2034,0.1172,0.4854,0.1744,0.4964,0.4676,0.0920,0.3024,0.3899,0.3771,0.8289,0.5322,0.7674,0.0915,0.0089,0.0629,0.7657,0.5826,0.4325
